id,description,start_date,end_date,created_by,updated_by,vendor_id,dealer_site_id
4196,Sed vel enim sit amet nunc viverra dapibus.,16/07/2021,10/05/2022,2457,4592,2597,3918
4197,"Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",01/01/2022,13/08/2021,2142,3752,2449,1527
4198,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",02/01/2022,18/08/2021,4642,3120,1973,2514
4199,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo.",04/10/2021,22/02/2022,3289,556,4713,3719
4200,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.,29/04/2022,09/04/2022,4096,387,583,2581
4201,Integer a nibh.,19/12/2021,03/03/2022,1621,2734,2032,4472
4202,"Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",26/02/2022,28/04/2022,1791,4757,1527,1187
4203,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",02/11/2021,08/12/2021,3931,4915,4893,2873
4204,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",29/07/2021,25/05/2022,3945,3617,4888,2122
4205,"Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",11/10/2021,08/06/2022,4603,4240,2252,1496
4206,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.",02/06/2022,19/03/2022,2636,4103,1529,1154
4207,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,03/06/2022,10/11/2021,125,1832,4515,4104
4208,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",28/11/2021,17/07/2021,1465,210,2347,289
4209,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",04/11/2021,27/12/2021,1656,4388,1235,3901
4210,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,25/04/2022,07/09/2021,4336,2315,2009,2598
4211,Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,06/09/2021,08/04/2022,4352,4716,4121,4007
4212,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",20/03/2022,10/06/2022,4887,3360,4153,1757
4213,Nulla justo.,22/07/2021,01/09/2021,4695,3829,4191,3366
4214,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,31/07/2021,12/06/2021,3868,1653,4625,3817
4215,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",07/08/2021,05/10/2021,3951,229,1986,4338
4216,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,04/04/2022,29/03/2022,4596,887,1362,2473
4217,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,11/06/2022,01/09/2021,4463,3025,2818,1519
4218,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",15/08/2021,30/03/2022,315,4086,1701,2848
4219,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.,17/11/2021,03/08/2021,3812,445,2737,1188
4220,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",27/12/2021,02/09/2021,4137,3055,3299,3593
4221,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",27/06/2021,10/02/2022,3503,817,3201,2518
4222,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",30/07/2021,17/09/2021,1674,4215,124,4360
4223,"Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",29/06/2021,22/11/2021,4410,4927,4832,115
4224,Mauris sit amet eros.,14/11/2021,15/10/2021,1996,4025,1030,550
4225,Duis bibendum.,02/10/2021,26/03/2022,2034,167,4705,1833
4226,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.,27/06/2021,06/02/2022,54,41,73,4410
4227,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",11/06/2022,03/12/2021,1079,4093,4575,1888
4228,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",25/11/2021,08/09/2021,4312,2809,4072,2382
4229,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",06/04/2022,17/10/2021,4204,471,2663,2114
4230,Aenean lectus. Pellentesque eget nunc.,18/10/2021,25/12/2021,1687,755,2046,1954
4231,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",27/02/2022,31/07/2021,4377,2875,1753,935
4232,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,01/03/2022,12/06/2021,2628,3657,4156,578
4233,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,18/09/2021,02/02/2022,852,1466,4827,4207
4234,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",17/08/2021,08/06/2022,4889,397,4211,3147
4235,Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,30/11/2021,14/08/2021,4847,1800,941,4666
4236,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,11/05/2022,15/09/2021,3953,2703,2666,462
4237,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",11/09/2021,01/01/2022,1865,4770,4192,3127
4238,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",15/03/2022,04/07/2021,342,1243,2611,4056
4239,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",31/12/2021,04/12/2021,1094,3402,1437,3258
4240,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,14/07/2021,11/10/2021,3147,549,1454,1951
4241,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",20/05/2022,15/03/2022,1558,940,3831,568
4242,Pellentesque at nulla. Suspendisse potenti.,10/11/2021,08/11/2021,1073,3677,195,125
4243,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",14/12/2021,07/04/2022,280,3606,3063,1532
4244,Suspendisse potenti.,04/04/2022,09/07/2021,2106,4888,298,4094
4245,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,09/03/2022,30/07/2021,4220,2223,4264,4522
4246,Nulla mollis molestie lorem. Quisque ut erat.,01/05/2022,27/09/2021,2073,3475,827,1253
4247,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",18/11/2021,10/10/2021,3015,272,3940,1502
4248,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.",28/08/2021,06/10/2021,43,1014,2412,4317
4249,Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,01/08/2021,28/03/2022,4947,2094,1693,1376
4250,Morbi vel lectus in quam fringilla rhoncus.,14/07/2021,28/07/2021,4561,3196,3719,4570
4251,Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,15/08/2021,13/05/2022,629,2624,4593,726
4252,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,14/06/2021,25/01/2022,2344,1226,3772,539
4253,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",20/12/2021,14/11/2021,3046,2198,2785,1071
4254,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",12/07/2021,31/01/2022,95,4673,2457,4871
4255,"Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",19/12/2021,20/07/2021,3352,3519,3346,3798
4256,Fusce consequat. Nulla nisl. Nunc nisl.,28/11/2021,21/08/2021,2312,2677,786,134
4257,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,06/08/2021,20/06/2021,2591,3449,1896,3956
4258,"Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",10/07/2021,19/11/2021,189,4139,134,4895
4259,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",06/01/2022,10/09/2021,4871,136,397,4413
4260,Quisque id justo sit amet sapien dignissim vestibulum.,23/03/2022,18/06/2021,393,1015,3638,1024
4261,Nullam varius.,11/01/2022,21/05/2022,2815,3501,3481,4175
4262,Aenean sit amet justo.,11/07/2021,16/09/2021,974,3835,3374,4731
4263,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero.",08/11/2021,15/09/2021,2518,154,566,1375
4264,Aliquam erat volutpat. In congue. Etiam justo.,29/11/2021,24/04/2022,2984,1406,639,4969
4265,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",22/06/2021,11/08/2021,1070,4920,4131,2250
4266,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,14/02/2022,18/08/2021,4833,769,1928,4422
4267,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",07/10/2021,23/08/2021,867,275,3405,4278
4268,Suspendisse potenti. In eleifend quam a odio.,10/10/2021,15/12/2021,2639,4880,1207,166
4269,In hac habitasse platea dictumst.,21/09/2021,01/01/2022,296,2292,2033,2338
4270,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",30/05/2022,12/09/2021,2661,641,3234,2370
4271,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.",15/08/2021,08/09/2021,346,1767,502,4204
4272,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.,01/02/2022,23/07/2021,2999,2130,4100,1878
4273,Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.,22/02/2022,04/01/2022,1532,510,2327,1494
4274,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",23/04/2022,05/04/2022,4383,646,2716,1882
4275,Nulla mollis molestie lorem.,03/05/2022,11/01/2022,2289,4451,1962,437
4276,Integer ac neque.,21/08/2021,18/02/2022,2785,3344,1858,4103
4277,Etiam justo.,17/01/2022,26/02/2022,284,4505,465,4015
4278,Nam tristique tortor eu pede.,23/12/2021,16/06/2021,3350,1916,3387,2995
4279,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.",29/09/2021,25/10/2021,4193,1521,3432,111
4280,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,25/08/2021,17/02/2022,1052,2140,2704,4371
4281,"Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",15/12/2021,16/04/2022,3377,2355,3734,571
4282,Sed ante. Vivamus tortor.,10/07/2021,09/04/2022,452,3469,414,1668
4283,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,26/08/2021,16/06/2021,4598,3700,1300,4467
4284,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,01/05/2022,30/05/2022,3907,1071,3664,1253
4285,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.,17/01/2022,17/01/2022,866,2568,995,4468
4286,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.,20/11/2021,30/05/2022,527,2659,1752,2450
4287,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",19/07/2021,10/04/2022,1289,3634,1424,3115
4288,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,03/12/2021,15/08/2021,1175,114,2501,569
4289,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,17/03/2022,20/07/2021,3134,1430,2311,2099
4290,Nunc purus. Phasellus in felis. Donec semper sapien a libero.,17/01/2022,20/01/2022,3378,2927,1168,4072
4291,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",11/11/2021,10/03/2022,2841,364,1070,3838
4292,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",28/05/2022,28/10/2021,1244,2301,4807,786
4293,Nam tristique tortor eu pede.,21/09/2021,02/10/2021,572,1221,4771,1670
4294,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",14/10/2021,01/11/2021,2357,3199,2154,4692
4295,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",15/10/2021,27/09/2021,3394,264,1706,4098
4296,Suspendisse potenti.,23/03/2022,04/12/2021,2668,3313,4753,3449
4297,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",26/06/2021,11/07/2021,2660,2632,1608,3282
4298,Aenean sit amet justo. Morbi ut odio.,27/10/2021,28/01/2022,3731,411,1238,4127
4299,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",24/07/2021,25/07/2021,2904,3366,1041,790
4300,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",16/05/2022,07/12/2021,1102,2179,164,2490
4301,In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.,02/02/2022,12/05/2022,780,1359,3860,3250
4302,Ut tellus.,16/03/2022,24/06/2021,2878,2361,2697,1402
4303,Sed ante. Vivamus tortor. Duis mattis egestas metus.,22/09/2021,18/04/2022,3822,3059,3819,4947
4304,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,17/08/2021,30/10/2021,3842,2675,3109,4248
4305,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",05/12/2021,23/06/2021,2468,4753,432,779
4306,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",07/01/2022,02/06/2022,2306,2558,2639,3532
4307,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",06/01/2022,14/02/2022,3198,4696,120,489
4308,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,04/03/2022,24/11/2021,1405,879,587,503
4309,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",28/08/2021,28/05/2022,1617,3983,4079,1758
4310,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",31/03/2022,25/07/2021,3840,475,1698,4694
4311,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.",27/11/2021,19/02/2022,3708,4651,4842,1626
4312,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.",26/09/2021,10/10/2021,1437,48,4755,1361
4313,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.",27/07/2021,15/03/2022,3317,2097,1482,3254
4314,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,02/05/2022,11/12/2021,3204,2524,2925,1037
4315,Maecenas tincidunt lacus at velit.,21/12/2021,28/08/2021,293,3597,4173,470
4316,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,11/07/2021,20/05/2022,989,3675,1568,3284
4317,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,10/12/2021,25/05/2022,1471,134,178,3920
4318,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.",05/01/2022,07/01/2022,798,3755,2603,718
4319,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",19/01/2022,12/02/2022,2851,2772,4670,734
4320,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",14/03/2022,20/06/2021,1703,784,4107,1860
4321,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.",25/01/2022,24/08/2021,771,3764,1824,4502
4322,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",02/07/2021,25/07/2021,4690,2189,1574,1744
4323,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",25/02/2022,30/11/2021,475,4126,4316,1602
4324,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",05/01/2022,28/10/2021,4318,3706,4460,4149
4325,Nulla tellus.,12/09/2021,27/07/2021,4273,1733,2362,3994
4326,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",07/10/2021,10/07/2021,698,2209,608,4616
4327,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",11/04/2022,21/12/2021,450,841,1826,4311
4328,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",30/03/2022,13/04/2022,242,15,3966,4282
4329,Phasellus sit amet erat.,27/08/2021,27/02/2022,4746,3881,4676,3695
4330,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",04/11/2021,26/02/2022,879,4880,2973,1554
4331,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",04/02/2022,04/04/2022,1359,2873,4546,4347
4332,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",04/06/2022,10/12/2021,1233,2931,1736,4839
4333,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",18/03/2022,10/06/2022,4801,1349,1804,2752
4334,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.",06/11/2021,20/02/2022,1053,1565,4703,3424
4335,Aliquam quis turpis eget elit sodales scelerisque.,05/12/2021,08/04/2022,4458,1077,1048,4048
4336,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",07/01/2022,23/03/2022,4300,1606,3108,2116
4337,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,09/09/2021,12/07/2021,2912,471,3106,4817
4338,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",05/09/2021,06/01/2022,1986,4379,2446,3212
4339,Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.,06/09/2021,14/06/2021,268,1016,3702,1551
4340,Integer a nibh.,30/05/2022,03/02/2022,1908,648,3613,559
4341,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.",28/10/2021,23/09/2021,1514,200,4828,2484
4342,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",21/03/2022,10/01/2022,324,2857,1725,2567
4343,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,21/09/2021,02/12/2021,1947,3930,588,3419
4344,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",08/05/2022,28/01/2022,678,2755,3276,1075
4345,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.",29/04/2022,13/06/2021,1879,1236,869,4722
4346,Suspendisse potenti. Cras in purus eu magna vulputate luctus.,17/12/2021,23/06/2021,3270,1771,2066,700
4347,Nunc rhoncus dui vel sem. Sed sagittis.,04/12/2021,16/12/2021,4781,4307,3129,3768
4348,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",25/04/2022,25/11/2021,1283,1501,4947,1204
4349,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.,15/11/2021,01/11/2021,2572,2697,3647,3264
4350,Etiam vel augue.,10/11/2021,28/06/2021,4058,3756,1720,978
4351,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",16/02/2022,29/01/2022,3345,4114,1943,2185
4352,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",12/07/2021,01/04/2022,3841,1289,3961,4626
4353,Suspendisse accumsan tortor quis turpis.,17/04/2022,27/07/2021,1897,4097,2727,1914
4354,In sagittis dui vel nisl.,01/01/2022,09/09/2021,1609,2985,3618,1708
4355,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",07/10/2021,22/03/2022,4469,2641,2626,1480
4356,Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,30/03/2022,19/05/2022,1586,2266,3061,1199
